Time,Thrust_X,Thrust_Y,Torque,Surge_Velocity,Sway_Velocity,Yaw_Rate,Surge_acceleration
1723042997.8787656,-0.0,0,0.0,0.004702001829940298,-0.00299983090469558,0.0010082679483599296,0.0467642939062655
1723042997.9795234,0.0,0,0.0,0.009354426571183008,-0.014641881740288775,-0.02888193076896433,0.04617432118552436
1723042998.0798814,0.0,0,0.0,-0.005173528284972789,-0.000741504792714176,0.0012091820431695888,-0.14476128962633794
1723042998.1792066,1.9982190256469643,0,-0.00014021505207956197,-0.001929212647100837,-0.0020612537955411146,0.08240586663785032,0.03266357670952683
1723042998.2787917,5.06685188569863,0,-0.00021924023628061562,-0.007541854163835263,0.01449922384577746,0.015342640945961628,-0.05636027858987591
1723042998.3788135,6.779464400979346,0,5.443475805144704e-05,0.021772586886679348,4.8934579244913796e-05,-0.10038432628945654,0.2930804042599378
1723042998.4789648,7.593756306008902,0,0.0006789930683159806,0.017574571945810802,0.017214495196690594,0.03236188540157659,-0.04191672921701334
1723042998.5786855,7.875202115428471,0,0.0014366911556853434,0.030314757875364008,-0.002861861077733973,0.021038364574026858,0.12775866820574985
1723042998.6796165,7.973740845395379,0,0.0021744775527896554,0.07343728288436488,-0.0033836338120192067,0.020449468380805535,0.42724787493439564
1723042998.7803736,8.013731289874226,0,0.002954747788585843,0.043828142525797864,0.005501410729707742,-0.039681488977965265,-0.2938664757303471
1723042998.8796952,8.02169220162157,0,0.0037008041176920248,0.050121944192224425,-0.009149588311204465,-0.005828428095410541,0.06336790212009456
1723042998.9791808,8.009338207810492,0,0.004435150292255052,0.036633566392966506,0.01165209694746569,-0.001272592777812099,-0.13558115899408466
1723042999.078899,7.975275926753795,0,0.005179879497853257,0.057245825298511605,-0.007119029623692959,0.017494583702700642,0.2067053039741097
1723042999.179159,7.916007614977648,0,0.005903032700709465,0.059753881806185655,-0.008509417906107956,-0.07538457533645962,0.025015519896422055
1723042999.2800198,7.832888957817431,0,0.006540806350687545,0.0699726770229714,0.0016433673223968013,0.06691073312144988,0.10131579126596552
1723042999.3789256,7.722861939999213,0,0.007056054065430306,0.06854758370077571,-0.005748624733296866,-0.005258354606419579,-0.014408591777714034
1723042999.478676,7.619203419498028,0,0.0073123868726330254,0.11051654887689441,0.003445760240929687,-0.011584485889579764,0.42073931726369884
1723042999.578688,7.525190350616258,0,0.00739746211437442,0.098173072249026,-0.0011070291249921037,-0.03748605054514448,-0.12342017115041244
1723042999.678717,7.450856776837775,0,0.007373459758462042,0.12640266745035636,0.005445472076002749,0.007482944642443954,0.28221413334061274
1723042999.779268,7.403778246936788,0,0.007316086935567068,0.11794961618128603,-0.015863911133316977,-0.07547514783579642,-0.08406719451718524
1723042999.8789642,7.370544828570976,0,0.007261187858380147,0.11681644916047862,0.01939980170522581,-0.011550048582458524,-0.011366205358862786
1723042999.9787033,7.349797715152185,0,0.007246700872448386,0.12748214283283468,0.01399705562295956,-0.015612154484693712,0.10693595968966985
1723043000.0787325,7.331017625854015,0,0.0073016637574851995,0.13370213225251815,0.0013066499276359438,-0.039930163669929644,0.06218171840729546
1723043000.1789198,7.300759603327485,0,0.007480211797953107,0.1383907666791141,0.027321804166624795,0.0007632572619346283,0.046798689554917235
1723043000.2786644,7.257430155452224,0,0.007779206825056395,0.13587396333906873,-0.0011768258586839116,-0.03999846326924232,-0.025232487687286836
1723043000.378689,7.198283952965939,0,0.008206286887648684,0.125344100891398,0.027171122711933796,-0.08518725885755725,-0.1052726219655979
1723043000.4787426,7.128266620575049,0,0.008715439779855227,0.15531980031239362,0.0002158962594449457,-0.06782669197457236,0.2995965638066498
1723043000.5788677,7.055944532122061,0,0.00922295029564868,0.15676496687155161,0.004472843708059648,-0.024320836834039704,0.014433612838858013
1723043000.6791131,6.996819924042151,0,0.009598965462042197,0.15763294483752402,0.018130921154677827,-0.050500458485664354,0.008658525078699335
1723043000.7788026,6.944248991195289,0,0.00985956380054942,0.17347559943520696,0.017471884801927032,-0.004656079528509003,0.15892001862989313
1723043000.8788116,6.908013783268372,0,0.009926812173402744,0.18961987180671333,-0.013649533998237469,-0.005725390037895099,0.16142825241710607
1723043000.9787889,6.886282341777263,0,0.009815837197309829,0.17551190927772287,0.009202312673208974,0.05801566095819249,-0.14111172133782016
1723043001.078872,6.873370867939021,0,0.009566440621282757,0.18020630494061457,0.006744262309706916,-0.06818778368581378,0.046904972631907085
1723043001.1791368,6.860582339205731,0,0.009182000554133984,0.1862437463796945,0.013116472266965523,-0.009292625415612783,0.06021497256557331
1723043001.2791185,6.842980637353033,0,0.008772962340739099,0.16026039875640874,-0.00015144075341571792,0.0761376469433282,-0.2598808139894648
1723043001.3790038,6.815465977775178,0,0.008348876789795456,0.17204109813499882,-0.006007154925520232,-0.0036771366386491224,0.1179423617825031
1723043001.479458,6.777672787982414,0,0.007957821614892557,0.1965688665784892,0.013415937695549435,-0.04530062594105186,0.244168353270562
1723043001.5787888,6.737554649656786,0,0.007678934647725177,0.1896583659704488,0.01923017723209941,-0.000329973094949235,-0.0695706678275235
1723043001.6790144,6.691406296198613,0,0.007489832701572663,0.20281383860523808,0.021649269097226212,-0.05385494410682855,0.13125849295748152
1723043001.7787745,6.649582083515467,0,0.007447431775490676,0.20233033519230903,0.023089706754515903,0.02544186742524945,-0.004846663429588071
1723043001.8787043,6.614158435555204,0,0.007551678418069474,0.18968196558053427,0.015936772038190074,-0.04839728611573903,-0.12657253792598425
1723043001.9798088,6.593565095222424,0,0.007741438250729371,0.22809754909485522,0.028691153325495666,-0.07874167362133613,0.3799591937906642
1723043002.0793812,6.583321201777043,0,0.007945721298913355,0.2235863185873503,0.005679195808412345,-0.022584489527164693,-0.04530602452021696
1723043002.1786666,6.576722773142411,0,0.008188416009845545,0.2103300772244374,0.020927271402815566,-0.06888700075885326,-0.13351657090920058
1723043002.279163,6.5720157807855095,0,0.0083491401915613,0.23057438019250578,0.011579602160821467,0.018523432723911826,0.20144328255466307
1723043002.3804417,6.563285517167358,0,0.008455506273494673,0.2150529947570572,0.00841806865531323,-0.020735340973251415,-0.15325406907217093
1723043002.4802845,6.54819027750633,0,0.00845279782633035,0.21428394062903144,0.019548824010798764,-0.04957390426975322,-0.007702650865019083
