Time,Thrust_X,Thrust_Y,Torque,Surge_Velocity,Sway_Velocity,Yaw_Rate,Surge_acceleration
1723040787.4478006,-0.0,0,0.0,-0.0008406442059152594,0.014124490406969645,-0.04369964462585202,-0.008372296583441642
1723040787.5478814,-0.0,0,0.0,-0.0013180749936297657,0.005132482788166765,-0.006934787240070947,-0.004770456757488296
1723040787.6481833,0.0,0,0.0,-0.007031763412202023,-0.01894031325951171,-0.027944607793564988,-0.05696486114417572
1723040787.7478573,14.406157962591564,0,0.0007263338376981565,-0.006315477250563353,-0.001997054135935844,0.03567031080783523,0.0071862898962733405
1723040787.8478677,32.07525928174414,0,0.00578787653209023,0.05274985666555661,0.0005940873914052456,0.02797447585932903,0.590591946832742
1723040787.9479535,41.163285108796124,0,0.013777957085202353,0.08378405585113476,-0.008712452546914584,-0.03024437554178711,0.3100761470756025
1723040788.0478566,44.897558035298836,0,0.021510479129487337,0.16164219930028062,0.014475312299490424,-0.012565967891268001,0.7793365594842451
1723040788.148023,46.25260918469692,0,0.027627442935789226,0.18028036112819879,-0.006860162417383213,-0.0010156587889684349,0.18607214160323632
1723040788.24796,46.68811533362283,0,0.03247070816949815,0.21228589913676124,-0.0064821444328410265,-0.04749364723311079,0.3202564994178109
1723040788.3478513,46.765394229430434,0,0.03685848211458875,0.23953916953249213,-0.0031545545398925763,-0.02922257823510381,0.2728295813914363
1723040788.4479196,46.642258187028034,0,0.04093291185210912,0.25513264185925866,0.0211487914801146,-0.03533072506815163,0.1558282446363768
1723040788.5481193,46.31295993723742,0,0.04444378238129776,0.29462044978538904,0.004199777398044162,-0.05283774018947014,0.3940910817283266
1723040788.6479032,45.74140453145618,0,0.04726088237736992,0.3244691096216732,0.008691149657675153,-0.07415256748611845,0.2991330326240932
1723040788.7479744,44.93834250250607,0,0.04945243417703349,0.36021032893577637,0.03655128208971216,-0.04560839606145316,0.3571579260285094
1723040788.8478994,43.99184123965916,0,0.05126905818039873,0.39299355391240587,0.015922433394720013,-0.056313701489812434,0.3280781732321768
1723040788.9479775,43.04396079817661,0,0.053038347381425766,0.4353573001064519,0.03050135337555009,-0.07582525280327237,0.42330683421560056
1723040789.0479653,42.23342143389738,0,0.05475057366929015,0.45722898917497,0.03460191072137638,0.04595488829687781,0.21874369710176658
1723040789.1479192,41.64107335443591,0,0.056037581926291935,0.5179081015091493,0.03345185000017635,-0.06135485567958363,0.6070710447305407
1723040789.2478662,41.268263030453916,0,0.05648120728873085,0.5316746670830204,0.038934897056338014,0.04281480944485027,0.13773869070425537
1723040789.3479009,41.05720797474443,0,0.05593994245242673,0.5499459626261801,0.038801255112744945,-0.030442821108556367,0.18264955093202936
1723040789.447986,40.931333880220265,0,0.05455119000469377,0.553733895736157,0.030415459626884033,-0.05933693360091803,0.03784715342520908
1723040789.547879,40.82217539265123,0,0.05247773966199709,0.5547985636241685,0.03708448805333079,-0.08227668317333314,0.010658073094687259
1723040789.647887,40.68146510968059,0,0.04980518707624704,0.5682621229646206,0.03406283164816058,0.00813443756305049,0.13462480879383198
1723040789.7478416,40.4864817737739,0,0.04651078290366595,0.5652525290755575,0.03141700172823545,-0.02492520892744919,-0.030109607115908047
1723040789.8478575,40.24161090061505,0,0.0425802651357996,0.5739766534334524,0.03329594504390164,-0.03790335922211995,0.08722739302263463
1723040789.947879,39.97302791975437,0,0.038242001508636214,0.5981204445034157,0.05008394193192884,0.04293074514730563,0.2413857696275312
1723040790.0478342,39.71821034279091,0,0.033902061532226746,0.5929457333126329,0.0267830616276702,0.07605816846436583,-0.05177036615211548
1723040790.147857,39.51072608990114,0,0.030049573079020675,0.5987272660481529,0.052158396789166506,-0.05183815565177477,0.05780215261681587
1723040790.2478843,39.36700096339679,0,0.02705476817321184,0.6348240558227697,0.07665281359511902,0.0646481466793282,0.36086929826081704
1723040790.348007,39.28335270436509,0,0.025068663742347397,0.6184450923164978,0.063824542637059,-0.02806539123817646,-0.16358892747909887
